day,year,mo,da,collision_date,borough,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,Num_collision
3,2017,1,4,04/01/2017,QUEENS,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,999.9,1,97
3,2017,1,4,04/01/2017,BROOKLYN,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,999.9,1,135
3,2017,1,4,04/01/2017,STATEN ISLAND,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,999.9,1,21
3,2017,1,4,04/01/2017,BRONX,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,999.9,1,48
3,2017,1,4,04/01/2017,MANHATTAN,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,999.9,1,75
4,2017,1,5,05/01/2017,STATEN ISLAND,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,15
4,2017,1,5,05/01/2017,BROOKLYN,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,131
4,2017,1,5,05/01/2017,MANHATTAN,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,69
4,2017,1,5,05/01/2017,BRONX,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,53
4,2017,1,5,05/01/2017,QUEENS,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,89
5,2017,1,6,06/01/2017,MANHATTAN,31.7,25.8,1015.2,6.1,8.9,13,999.9,41,28.9,0.03,999.9,1,65
5,2017,1,6,06/01/2017,QUEENS,31.7,25.8,1015.2,6.1,8.9,13,999.9,41,28.9,0.03,999.9,1,102
5,2017,1,6,06/01/2017,STATEN ISLAND,31.7,25.8,1015.2,6.1,8.9,13,999.9,41,28.9,0.03,999.9,1,24
5,2017,1,6,06/01/2017,BRONX,31.7,25.8,1015.2,6.1,8.9,13,999.9,41,28.9,0.03,999.9,1,59
5,2017,1,6,06/01/2017,BROOKLYN,31.7,25.8,1015.2,6.1,8.9,13,999.9,41,28.9,0.03,999.9,1,116
6,2017,1,7,07/01/2017,BROOKLYN,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,173
6,2017,1,7,07/01/2017,STATEN ISLAND,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,42
6,2017,1,7,07/01/2017,BRONX,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,96
6,2017,1,7,07/01/2017,MANHATTAN,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,92
6,2017,1,7,07/01/2017,QUEENS,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,179
7,2017,1,8,08/01/2017,QUEENS,24.1,15.9,1021.1,6.1,19.5,34,42.9,33.1,19,0.37,999.9,1,64
7,2017,1,8,08/01/2017,BRONX,24.1,15.9,1021.1,6.1,19.5,34,42.9,33.1,19,0.37,999.9,1,35
7,2017,1,8,08/01/2017,MANHATTAN,24.1,15.9,1021.1,6.1,19.5,34,42.9,33.1,19,0.37,999.9,1,56
7,2017,1,8,08/01/2017,BROOKLYN,24.1,15.9,1021.1,6.1,19.5,34,42.9,33.1,19,0.37,999.9,1,75
7,2017,1,8,08/01/2017,STATEN ISLAND,24.1,15.9,1021.1,6.1,19.5,34,42.9,33.1,19,0.37,999.9,1,15
1,2017,1,9,09/01/2017,BRONX,18.3,5.7,1035.5,10,11,18.1,22.9,28,15.1,0,999.9,0,67
1,2017,1,9,09/01/2017,BROOKLYN,18.3,5.7,1035.5,10,11,18.1,22.9,28,15.1,0,999.9,0,118
1,2017,1,9,09/01/2017,QUEENS,18.3,5.7,1035.5,10,11,18.1,22.9,28,15.1,0,999.9,0,101
1,2017,1,9,09/01/2017,MANHATTAN,18.3,5.7,1035.5,10,11,18.1,22.9,28,15.1,0,999.9,0,83
1,2017,1,9,09/01/2017,STATEN ISLAND,18.3,5.7,1035.5,10,11,18.1,22.9,28,15.1,0,999.9,0,22
2,2017,1,10,10/01/2017,MANHATTAN,35.6,26.3,1037.4,10,13.6,20,999.9,42.1,15.1,0,999.9,0,80
2,2017,1,10,10/01/2017,STATEN ISLAND,35.6,26.3,1037.4,10,13.6,20,999.9,42.1,15.1,0,999.9,0,23
2,2017,1,10,10/01/2017,QUEENS,35.6,26.3,1037.4,10,13.6,20,999.9,42.1,15.1,0,999.9,0,78
2,2017,1,10,10/01/2017,BROOKLYN,35.6,26.3,1037.4,10,13.6,20,999.9,42.1,15.1,0,999.9,0,120
2,2017,1,10,10/01/2017,BRONX,35.6,26.3,1037.4,10,13.6,20,999.9,42.1,15.1,0,999.9,0,54
3,2017,1,11,11/01/2017,BRONX,45,40.9,1027.3,6.5,15.1,27,34,50,28.9,0.33,999.9,0,58
3,2017,1,11,11/01/2017,STATEN ISLAND,45,40.9,1027.3,6.5,15.1,27,34,50,28.9,0.33,999.9,0,26
3,2017,1,11,11/01/2017,BROOKLYN,45,40.9,1027.3,6.5,15.1,27,34,50,28.9,0.33,999.9,0,130
3,2017,1,11,11/01/2017,MANHATTAN,45,40.9,1027.3,6.5,15.1,27,34,50,28.9,0.33,999.9,0,75
3,2017,1,11,11/01/2017,QUEENS,45,40.9,1027.3,6.5,15.1,27,34,50,28.9,0.33,999.9,0,110
4,2017,1,12,12/01/2017,BRONX,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,999.9,0,68
4,2017,1,12,12/01/2017,STATEN ISLAND,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,999.9,0,18
4,2017,1,12,12/01/2017,MANHATTAN,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,999.9,0,71
4,2017,1,12,12/01/2017,BROOKLYN,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,999.9,0,118
4,2017,1,12,12/01/2017,QUEENS,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,999.9,0,128
5,2017,1,13,13/01/2017,QUEENS,46.8,37.5,1022.8,7.2,12.6,21,25.1,50,37.9,0.39,999.9,0,110
5,2017,1,13,13/01/2017,BRONX,46.8,37.5,1022.8,7.2,12.6,21,25.1,50,37.9,0.39,999.9,0,55
5,2017,1,13,13/01/2017,BROOKLYN,46.8,37.5,1022.8,7.2,12.6,21,25.1,50,37.9,0.39,999.9,0,139
5,2017,1,13,13/01/2017,STATEN ISLAND,46.8,37.5,1022.8,7.2,12.6,21,25.1,50,37.9,0.39,999.9,0,16
5,2017,1,13,13/01/2017,MANHATTAN,46.8,37.5,1022.8,7.2,12.6,21,25.1,50,37.9,0.39,999.9,0,70
6,2017,1,14,14/01/2017,MANHATTAN,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,63
6,2017,1,14,14/01/2017,BRONX,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,51
6,2017,1,14,14/01/2017,STATEN ISLAND,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,18
6,2017,1,14,14/01/2017,BROOKLYN,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,96
6,2017,1,14,14/01/2017,QUEENS,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,91
7,2017,1,15,15/01/2017,QUEENS,33.6,24.8,1025.3,9,10.8,19,22.9,36,25,0.01,999.9,0,88
7,2017,1,15,15/01/2017,BROOKLYN,33.6,24.8,1025.3,9,10.8,19,22.9,36,25,0.01,999.9,0,91
7,2017,1,15,15/01/2017,BRONX,33.6,24.8,1025.3,9,10.8,19,22.9,36,25,0.01,999.9,0,56
7,2017,1,15,15/01/2017,MANHATTAN,33.6,24.8,1025.3,9,10.8,19,22.9,36,25,0.01,999.9,0,74
7,2017,1,15,15/01/2017,STATEN ISLAND,33.6,24.8,1025.3,9,10.8,19,22.9,36,25,0.01,999.9,0,10
1,2017,1,16,16/01/2017,MANHATTAN,31.6,20.7,1029,10,6.2,15,18.1,43,21,0,999.9,0,51
1,2017,1,16,16/01/2017,STATEN ISLAND,31.6,20.7,1029,10,6.2,15,18.1,43,21,0,999.9,0,13
1,2017,1,16,16/01/2017,BRONX,31.6,20.7,1029,10,6.2,15,18.1,43,21,0,999.9,0,48
1,2017,1,16,16/01/2017,QUEENS,31.6,20.7,1029,10,6.2,15,18.1,43,21,0,999.9,0,81
1,2017,1,16,16/01/2017,BROOKLYN,31.6,20.7,1029,10,6.2,15,18.1,43,21,0,999.9,0,126
2,2017,1,17,17/01/2017,QUEENS,40,30.9,1023.1,9.6,8.4,14,21,44.1,37,0,999.9,0,106
2,2017,1,17,17/01/2017,STATEN ISLAND,40,30.9,1023.1,9.6,8.4,14,21,44.1,37,0,999.9,0,18
2,2017,1,17,17/01/2017,BRONX,40,30.9,1023.1,9.6,8.4,14,21,44.1,37,0,999.9,0,61
2,2017,1,17,17/01/2017,BROOKLYN,40,30.9,1023.1,9.6,8.4,14,21,44.1,37,0,999.9,0,125
2,2017,1,17,17/01/2017,MANHATTAN,40,30.9,1023.1,9.6,8.4,14,21,44.1,37,0,999.9,0,89
3,2017,1,18,18/01/2017,QUEENS,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,999.9,0,97
3,2017,1,18,18/01/2017,MANHATTAN,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,999.9,0,81
3,2017,1,18,18/01/2017,STATEN ISLAND,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,999.9,0,14
3,2017,1,18,18/01/2017,BRONX,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,999.9,0,54
3,2017,1,18,18/01/2017,BROOKLYN,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,999.9,0,112
4,2017,1,19,19/01/2017,BRONX,40.7,36.9,1014.4,7.4,7.6,14,22,45,37,0.1,999.9,0,51
4,2017,1,19,19/01/2017,MANHATTAN,40.7,36.9,1014.4,7.4,7.6,14,22,45,37,0.1,999.9,0,93
4,2017,1,19,19/01/2017,QUEENS,40.7,36.9,1014.4,7.4,7.6,14,22,45,37,0.1,999.9,0,97
4,2017,1,19,19/01/2017,STATEN ISLAND,40.7,36.9,1014.4,7.4,7.6,14,22,45,37,0.1,999.9,0,13
4,2017,1,19,19/01/2017,BROOKLYN,40.7,36.9,1014.4,7.4,7.6,14,22,45,37,0.1,999.9,0,127
5,2017,1,20,20/01/2017,STATEN ISLAND,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,18
5,2017,1,20,20/01/2017,MANHATTAN,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,92
5,2017,1,20,20/01/2017,QUEENS,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,101
5,2017,1,20,20/01/2017,BROOKLYN,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,129
5,2017,1,20,20/01/2017,BRONX,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,53
6,2017,1,21,21/01/2017,STATEN ISLAND,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,8
6,2017,1,21,21/01/2017,MANHATTAN,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,55
6,2017,1,21,21/01/2017,BROOKLYN,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,90
6,2017,1,21,21/01/2017,BRONX,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,57
6,2017,1,21,21/01/2017,QUEENS,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,80
7,2017,1,22,22/01/2017,STATEN ISLAND,43.2,40.4,1008.1,4.5,8.4,15,21,53.1,39,0,999.9,1,15
7,2017,1,22,22/01/2017,QUEENS,43.2,40.4,1008.1,4.5,8.4,15,21,53.1,39,0,999.9,1,73
7,2017,1,22,22/01/2017,BRONX,43.2,40.4,1008.1,4.5,8.4,15,21,53.1,39,0,999.9,1,48
7,2017,1,22,22/01/2017,MANHATTAN,43.2,40.4,1008.1,4.5,8.4,15,21,53.1,39,0,999.9,1,54
7,2017,1,22,22/01/2017,BROOKLYN,43.2,40.4,1008.1,4.5,8.4,15,21,53.1,39,0,999.9,1,77
1,2017,1,23,23/01/2017,BRONX,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,999.9,0,61
1,2017,1,23,23/01/2017,STATEN ISLAND,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,999.9,0,12
1,2017,1,23,23/01/2017,BROOKLYN,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,999.9,0,144
1,2017,1,23,23/01/2017,MANHATTAN,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,999.9,0,123
1,2017,1,23,23/01/2017,QUEENS,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,999.9,0,94
2,2017,1,24,24/01/2017,MANHATTAN,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,81
2,2017,1,24,24/01/2017,STATEN ISLAND,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,17
2,2017,1,24,24/01/2017,QUEENS,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,105
2,2017,1,24,24/01/2017,BRONX,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,68
2,2017,1,24,24/01/2017,BROOKLYN,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,115
3,2017,1,25,25/01/2017,QUEENS,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,96
3,2017,1,25,25/01/2017,BRONX,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,47
3,2017,1,25,25/01/2017,BROOKLYN,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,99
3,2017,1,25,25/01/2017,MANHATTAN,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,86
3,2017,1,25,25/01/2017,STATEN ISLAND,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,23
4,2017,1,26,26/01/2017,MANHATTAN,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,88
4,2017,1,26,26/01/2017,STATEN ISLAND,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,14
4,2017,1,26,26/01/2017,BRONX,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,57
4,2017,1,26,26/01/2017,BROOKLYN,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,111
4,2017,1,26,26/01/2017,QUEENS,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,84
5,2017,1,27,27/01/2017,BROOKLYN,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,109
5,2017,1,27,27/01/2017,STATEN ISLAND,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,12
5,2017,1,27,27/01/2017,QUEENS,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,104
5,2017,1,27,27/01/2017,BRONX,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,50
5,2017,1,27,27/01/2017,MANHATTAN,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,90
6,2017,1,28,28/01/2017,STATEN ISLAND,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,17
6,2017,1,28,28/01/2017,BRONX,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,56
6,2017,1,28,28/01/2017,BROOKLYN,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,84
6,2017,1,28,28/01/2017,QUEENS,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,93
6,2017,1,28,28/01/2017,MANHATTAN,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,79
7,2017,1,29,29/01/2017,BROOKLYN,38,26.4,1005.7,9.9,10.2,15,22,43,34,0,999.9,0,91
7,2017,1,29,29/01/2017,BRONX,38,26.4,1005.7,9.9,10.2,15,22,43,34,0,999.9,0,35
7,2017,1,29,29/01/2017,QUEENS,38,26.4,1005.7,9.9,10.2,15,22,43,34,0,999.9,0,69
7,2017,1,29,29/01/2017,STATEN ISLAND,38,26.4,1005.7,9.9,10.2,15,22,43,34,0,999.9,0,10
7,2017,1,29,29/01/2017,MANHATTAN,38,26.4,1005.7,9.9,10.2,15,22,43,34,0,999.9,0,65
1,2017,1,30,30/01/2017,QUEENS,34,23.1,1006.1,9.7,6.5,15,22,43,24.1,0,999.9,0,102
1,2017,1,30,30/01/2017,STATEN ISLAND,34,23.1,1006.1,9.7,6.5,15,22,43,24.1,0,999.9,0,13
1,2017,1,30,30/01/2017,BRONX,34,23.1,1006.1,9.7,6.5,15,22,43,24.1,0,999.9,0,59
1,2017,1,30,30/01/2017,BROOKLYN,34,23.1,1006.1,9.7,6.5,15,22,43,24.1,0,999.9,0,106
1,2017,1,30,30/01/2017,MANHATTAN,34,23.1,1006.1,9.7,6.5,15,22,43,24.1,0,999.9,0,59
2,2017,1,31,31/01/2017,BRONX,28.1,14.6,1013.1,8.2,9.8,19,28,39.9,21.9,0,999.9,1,58
2,2017,1,31,31/01/2017,BROOKLYN,28.1,14.6,1013.1,8.2,9.8,19,28,39.9,21.9,0,999.9,1,118
2,2017,1,31,31/01/2017,STATEN ISLAND,28.1,14.6,1013.1,8.2,9.8,19,28,39.9,21.9,0,999.9,1,19
2,2017,1,31,31/01/2017,QUEENS,28.1,14.6,1013.1,8.2,9.8,19,28,39.9,21.9,0,999.9,1,102
2,2017,1,31,31/01/2017,MANHATTAN,28.1,14.6,1013.1,8.2,9.8,19,28,39.9,21.9,0,999.9,1,73
4,2015,1,1,01/01/2015,BROOKLYN,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,95
4,2015,1,1,01/01/2015,QUEENS,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,84
4,2015,1,1,01/01/2015,MANHATTAN,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,65
4,2015,1,1,01/01/2015,BRONX,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,35
4,2015,1,1,01/01/2015,STATEN ISLAND,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,15
5,2015,1,2,02/01/2015,QUEENS,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,999.9,0,87
5,2015,1,2,02/01/2015,STATEN ISLAND,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,999.9,0,14
5,2015,1,2,02/01/2015,MANHATTAN,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,999.9,0,87
5,2015,1,2,02/01/2015,BROOKLYN,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,999.9,0,102
5,2015,1,2,02/01/2015,BRONX,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,999.9,0,49
6,2015,1,3,03/01/2015,QUEENS,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,93
6,2015,1,3,03/01/2015,BRONX,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,49
6,2015,1,3,03/01/2015,STATEN ISLAND,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,10
6,2015,1,3,03/01/2015,MANHATTAN,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,97
6,2015,1,3,03/01/2015,BROOKLYN,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,113
7,2015,1,4,04/01/2015,STATEN ISLAND,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,11
